1,2,5,A,B,C
"[0, 2, 9]",0.02922938069723862,-5.0818853622832165,0,2,9
"[0, 2, 16]",0.04620017119078439,-5.827240452791513,0,2,16
"[0, 2, 17]",0.006878340065507695,-3.668711723196097,0,2,17
"[0, 2, 24]",0.0006463274397192817,-3.8976071242507935,0,2,24
"[0, 2, 39]",0.005955239469282012,-1.4240547144817697,0,2,39
"[0, 8, 46]",0.02831025799548272,-4.9566458327331455,0,8,46
"[0, 8, 50]",0.027345963740509342,-1.9594062237040424,0,8,50
"[0, 8, 54]",0.0018336329410574628,-3.6497390985713767,0,8,54
"[0, 9, 12]",0.0529592384591803,-2.72346589292047,0,9,12
"[0, 9, 24]",0.027889831335031298,-5.315391163081678,0,9,24
"[0, 9, 41]",0.07602467834493329,-4.795630208827513,0,9,41
"[0, 9, 44]",0.007875234803749048,-6.276438264005725,0,9,44
"[0, 9, 55]",0.0026698483783426643,-6.273290612301378,0,9,55
"[0, 9, 56]",0.02487618418369157,-6.532304881264121,0,9,56
"[0, 9, 61]",0.007046242904073996,-6.3459008471330645,0,9,61
"[0, 10, 20]",0.005218054440043979,-1.0921325970049196,0,10,20
"[0, 10, 37]",0.0008545104523514647,-2.1417559274815865,0,10,37
"[0, 10, 44]",0.004883439703374088,-2.8254557945843195,0,10,44
"[0, 10, 49]",0.006850518058504462,-2.6531727921338817,0,10,49
"[0, 10, 54]",0.013154567888939872,-1.1493920627270349,0,10,54
"[0, 10, 61]",3.11580590429289e-05,-6.343308089644491,0,10,61
"[0, 12, 16]",0.003407584325129932,-5.566607498284442,0,12,16
"[0, 12, 20]",1.4709486391123547e-05,-5.935373314602074,0,12,20
"[0, 12, 21]",0.05470619632901544,-0.4398398158837011,0,12,21
"[0, 12, 37]",9.294338299098222e-06,-5.1314397482076615,0,12,37
"[0, 12, 44]",0.004083383715126268,-1.7466262456101802,0,12,44
"[0, 12, 66]",0.021903039681083137,-4.9380964421538085,0,12,66
"[0, 12, 67]",0.02786856618021385,-3.062973794246261,0,12,67
"[0, 15, 16]",0.04156905010946743,-5.190711708570198,0,15,16
"[0, 15, 28]",0.03315722215900715,-2.742368135098479,0,15,28
"[0, 15, 42]",0.032830668705357134,-1.8882725027567904,0,15,42
"[0, 15, 44]",0.02936583330415862,-1.8588484432042307,0,15,44
"[0, 15, 46]",0.0661158056636353,-1.7008302807460698,0,15,46
"[0, 15, 49]",0.059386492817068176,-1.93112416914402,0,15,49
"[0, 15, 54]",0.06946022858164436,-1.6753882040648964,0,15,54
"[0, 16, 42]",0.02173637604093901,-2.6020853964411685,0,16,42
"[0, 16, 47]",0.001550982165432764,-1.3980073763838767,0,16,47
"[0, 16, 50]",0.013535486553411684,-5.778852063714215,0,16,50
"[0, 16, 58]",0.0054425545450937475,-2.510334962543464,0,16,58
"[0, 17, 24]",0.006857765064172273,-3.6241731496597698,0,17,24
"[0, 17, 44]",0.00350925978726292,-2.2451378414174292,0,17,44
"[0, 17, 55]",0.015186797302847154,-4.111540057469553,0,17,55
"[0, 17, 65]",0.00909068235208696,-2.46196039200255,0,17,65
"[0, 20, 37]",0.0014937680910964122,-2.013412424059158,0,20,37
"[0, 20, 50]",0.012067161561877432,-5.762681650483831,0,20,50
"[0, 20, 67]",0.003014807437031119,-1.3803451569311207,0,20,67
"[0, 21, 39]",0.00922027175529166,-3.7477294850866367,0,21,39
"[0, 21, 56]",0.0006423598279535164,-3.1418758425560545,0,21,56
"[0, 24, 41]",0.028612660279514927,-0.5653841262002111,0,24,41
"[0, 24, 58]",0.00011569163695053608,-5.942961223281641,0,24,58
"[0, 24, 61]",0.0012402624202153339,-4.346108253752705,0,24,61
"[0, 28, 47]",0.01734071646262061,-2.2493118061162853,0,28,47
"[0, 28, 53]",0.0054952571673361865,-2.0094447042620747,0,28,53
