2,5,A,B,C
0.008144032640152848,-10.303853090020887,0,2,9
0.04229342403762445,-14.064551491610944,0,2,16
0.15138781886599725,4.615944474618316,0,2,17
0.15138781886599745,1.249113254649397,0,2,24
0.09616896089705797,-13.685531204812865,0,2,37
0.01524372213151266,-12.270289035766762,0,2,39
0.02204487517365956,-1.7462923962553187,0,2,42
0.023258344292097874,-2.836736706464864,0,2,46
0.025336516715873784,-2.1960903573962725,0,2,53
0.15138781886599725,3.939368191851768,0,2,66
0.15138781886599773,4.668752396100796,0,8,17
0.0505744164256234,0.28083253567609034,0,8,21
0.04229342403762458,-13.205370740809515,0,8,37
0.09465178413752187,-13.452498917277055,0,8,39
0.09412399302040514,-0.008449538306116722,0,8,46
0.06999541922900787,-0.3550177795191174,0,8,50
0.15138781886599714,8.997439140960513,0,8,54
0.1069015923425116,-0.4972087374515501,0,9,12
0.05372412327392593,-0.4689366983894878,0,9,20
0.10690159234251198,0.20878110570902275,0,9,24
0.027522122913222945,-4.3500875728395405,0,9,28
0.031458451172984216,-15.268572614131248,0,9,37
0.007324513650682823,-15.56206682597191,0,9,39
0.10690159234251194,0.8294710892522072,0,9,41
0.053724123273925985,-0.91891121815941,0,9,42
0.10690159234251202,-0.44278631884925795,0,9,44
0.10690159234251204,-0.15919817243065104,0,9,55
0.0013196695428799312,-3.375611682463922,0,9,56
0.10385684936402463,0.0028742276584683424,0,9,61
0.04471303077573135,-6.555975522800125,0,9,66
0.09616896089705773,-14.90562523250451,0,10,16
0.15138781886599734,6.042404750641524,0,10,17
0.1513878188659973,10.429714731265713,0,10,20
0.05333650197904288,-6.242313017384631,0,10,24
6.120214725195958e-05,-9.280921659427653,0,10,37
0.15138781886599734,8.075225428555418,0,10,44
0.06145256082206722,-0.9311190053800552,0,10,46
0.008689349356326273,-6.4539350901714565,0,10,49
0.15138781886599711,12.4262364941559,0,10,54
0.0008733910611708824,0.2170645125549706,0,10,61
0.018347453486231145,0.11930834737100593,0,10,66
0.0841331789829732,1.1147060565282132,0,12,21
0.15605832387640498,-13.10105204753754,0,12,37
0.17289662968924424,0.5290589863495825,0,12,44
0.02153180806034934,-6.322427417826897,0,12,46
0.2364169544976277,1.76585666085807,0,12,67
0.048049382914223136,-8.550452153422711,0,15,16
0.17031648535055596,2.5384734484736136,0,15,28
0.1309660645567182,1.0374043821199308,0,15,42
0.048049382914223435,-4.591156269667562,0,15,44
0.09412399302040532,-0.4709355651285527,0,15,46
0.07445477962437554,-3.475789890547766,0,15,49
0.042553794784717984,1.1553666511130132,0,15,54
0.0014562032247299342,-0.1936471559497761,0,15,61
0.08546002074731067,-4.194670287021451,0,15,66
0.09616896089705786,-14.304934616585555,0,16,17
