1,2,5,A,B,C
"[0, 2, 9]",0.10690159234251252,-1.3682207133978426,0,2,9
"[0, 2, 16]",0.048049382914223206,1.3047361961809472,0,2,16
"[0, 2, 17]",0.1513878188659975,4.615944474618318,0,2,17
"[0, 2, 24]",0.0220448751736594,0.8506170976672238,0,2,24
"[0, 2, 37]",0.0032161827062965657,-20.459965873514136,0,2,37
"[0, 2, 39]",0.23641695449762826,8.786666481903005,0,2,39
"[0, 2, 42]",0.1513878188659975,5.825134586411071,0,2,42
"[0, 2, 46]",0.0961689608970579,-2.2213989137828847,0,2,46
"[0, 2, 53]",0.22068216945808447,6.860591600274912,0,2,53
"[0, 2, 65]",0.09616896089705812,-3.121744174533492,0,2,65
"[0, 2, 66]",0.1513878188659975,3.9393681918516403,0,2,66
"[0, 8, 17]",0.15138781886599725,4.6687523961007145,0,8,17
"[0, 8, 21]",0.022044875173658975,-0.4951320947772473,0,8,21
"[0, 8, 37]",0.04229342403762479,-13.205370740809526,0,8,37
"[0, 8, 46]",0.04229342403762434,-13.770311931032973,0,8,46
"[0, 8, 47]",0.17289662968924424,-3.0253334148899054,0,8,47
"[0, 8, 50]",0.15138781886599725,1.1982918931606883,0,8,50
"[0, 8, 54]",0.15138781886599725,8.997439140960513,0,8,54
"[0, 8, 55]",0.08079858721898216,-6.999481123845339,0,8,55
"[0, 8, 65]",0.09616896089705786,-2.7762239668944373,0,8,65
"[0, 8, 67]",0.03940668048760505,-2.1734648277312694,0,8,67
"[0, 9, 12]",0.10690159234251193,-0.4972087374509329,0,9,12
"[0, 9, 16]",0.00025152749644576626,-4.0617308398282255,0,9,16
"[0, 9, 20]",0.05372412327392573,-0.468936698389582,0,9,20
"[0, 9, 24]",0.10690159234251187,0.2087811057089788,0,9,24
"[0, 9, 28]",0.05372683293141496,-2.31969262857484,0,9,28
"[0, 9, 39]",0.058576520708414015,-4.8635052219530746,0,9,39
"[0, 9, 41]",0.10690159234251187,0.8294710892516141,0,9,41
"[0, 9, 42]",0.05372412327392564,-0.9189112181600212,0,9,42
"[0, 9, 44]",0.10690159234251202,-0.4427863188488956,0,9,44
"[0, 9, 53]",0.007409659518191406,-4.682906898346434,0,9,53
"[0, 9, 55]",0.0016399980001713533,-7.022973728598632,0,9,55
"[0, 9, 56]",0.10690159234251193,-2.147370522664829,0,9,56
"[0, 9, 61]",0.10690159234251193,0.11602019670136697,0,9,61
"[0, 9, 66]",0.07565441800292189,-6.883231003830317,0,9,66
"[0, 10, 15]",0.06145256082206727,-3.8886123184041206,0,10,15
"[0, 10, 17]",0.15138781886599725,6.042404750640867,0,10,17
"[0, 10, 20]",0.15138781886599725,10.429714731265618,0,10,20
"[0, 10, 37]",0.048049382914223136,-2.2890436583908134,0,10,37
"[0, 10, 44]",0.15138781886599725,8.075225428555418,0,10,44
"[0, 10, 46]",0.0032161827062967487,-3.859222422599484,0,10,46
"[0, 10, 49]",0.04804938291422328,-4.142217192609138,0,10,49
"[0, 10, 54]",0.15138781886599725,12.426236494155965,0,10,54
"[0, 12, 21]",0.008864570507560496,-0.5889882802910122,0,12,21
"[0, 12, 37]",0.1560583238764051,-13.101052047536822,0,12,37
"[0, 12, 46]",0.12197907628082805,-1.35362828834867,0,12,46
"[0, 12, 66]",0.14034461301817344,-9.33603161387282,0,12,66
"[0, 12, 67]",0.03690402993051278,1.3673605038752967,0,12,67
"[0, 15, 16]",0.09412399302040488,3.318835534368862,0,15,16
"[0, 15, 17]",0.061452560822067376,-3.5464631214962345,0,15,17
"[0, 15, 28]",0.009460401154062308,-2.056675326523436,0,15,28
"[0, 15, 42]",0.09412399302040514,-2.1097409896245685,0,15,42
"[0, 15, 44]",0.09412399302040488,1.5593266970855026,0,15,44
"[0, 15, 46]",0.0133327776879613,-4.508062040453519,0,15,46
"[0, 15, 49]",0.09412399302040507,-2.8692478374210086,0,15,49
"[0, 15, 50]",0.06145256082206733,-3.5659014286937833,0,15,50
"[0, 15, 54]",0.094123993020405,1.0016407640029492,0,15,54
"[0, 15, 61]",0.10174529502246908,-3.5805011869076964,0,15,61
"[0, 15, 66]",0.09412399302040488,-0.1716185633788072,0,15,66
"[0, 16, 24]",0.23641695449762776,5.047322384303428,0,16,24
"[0, 16, 37]",0.15605832387640484,-13.095674715943314,0,16,37
"[0, 16, 39]",0.23641695449762765,6.43000328008554,0,16,39
"[0, 16, 42]",0.23641695449762765,9.503442287314511,0,16,42
"[0, 16, 47]",0.23641695449762765,13.275281528671146,0,16,47
"[0, 16, 50]",0.04804938291422328,-1.4378914925113833,0,16,50
"[0, 16, 55]",0.06643797943622552,-0.6766572422616743,0,16,55
"[0, 16, 58]",0.23641695449762776,11.612769795787807,0,16,58
"[0, 16, 66]",0.23641695449762765,6.144140762319451,0,16,66
"[0, 17, 20]",0.15138781886599725,2.195944757556676,0,17,20
"[0, 17, 24]",0.15138781886599725,1.0076024774214645,0,17,24
"[0, 17, 44]",0.15138781886599725,5.163825812651412,0,17,44
"[0, 17, 54]",0.15138781886599725,7.975878718999487,0,17,54
"[0, 17, 55]",0.0286707552788251,-8.33664607750153,0,17,55
"[0, 17, 65]",0.048049382914222984,-0.7189781241771191,0,17,65
"[0, 17, 67]",0.23641695449762765,1.86842777787226,0,17,67
"[0, 20, 21]",0.022044875173658968,-2.8584642034736496,0,20,21
"[0, 20, 37]",0.04804938291422302,-4.474620740608382,0,20,37
"[0, 20, 50]",0.15138781886599725,2.564023446853078,0,20,50
"[0, 20, 55]",0.06643797943622554,-0.5517277150188102,0,20,55
